GeneName	H_PBS_1	H_PBS_2	H_PBS_3	H_Mono_1	H_Mono_2	H_Mono_3	H_PFF_1	H_PFF_2	H_PFF_3	S_PBS_1	S_PBS_2	S_PBS_3	S_Mono_1	S_Mono_2	S_Mono_3	S_PFF_1	S_PFF_2	S_PFF_3
MIR6782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6504	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000275110	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF2	196	138	183	138	155	192	138	163	95	128	139	126	162	120	116	172	60	111
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275115	1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0
ENSG00000275119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4C13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL203P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4DIPP2	37	16	23	36	33	28	13	34	18	42	46	64	86	45	40	49	28	33
RN7SL663P	7	1	4	3	2	0	0	0	0	3	3	1	4	1	2	1	0	3
ENSG00000275134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC22B3P	6	3	5	7	4	5	1	5	1	2	1	0	4	3	1	1	0	0
MIR6888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX18P5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000275146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275155	0	0	0	0	0	0	0	0	0	11	15	6	12	7	9	19	9	6
ENSG00000275157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7AP45	13	2	15	10	9	7	6	10	3	14	14	18	19	18	15	23	8	20
ENSG00000275161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275162	1	1	1	0	1	0	2	6	0	0	3	2	5	0	3	1	0	1
ENSG00000275163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6814	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2MP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275173	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275180	53	46	48	33	25	31	53	37	19	19	17	14	25	16	28	30	8	7
LENG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275185	38	24	35	30	34	37	58	36	20	17	28	12	28	10	11	20	10	11
ENSG00000275186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275191	10	5	6	3	3	10	11	9	4	4	5	2	14	4	4	3	5	6
FAM9CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000275197	0	1	0	1	1	0	0	0	0	2	0	0	1	0	3	1	0	0
LINC02960	10	9	11	7	4	12	5	9	5	15	16	8	12	12	18	24	6	12
ENSG00000275201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275202	12	14	14	13	6	8	10	11	12	30	25	21	30	31	30	42	27	18
ENSG00000275206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6740	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
MIR6745	1	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02826	3	3	0	0	2	1	2	2	1	2	0	1	1	3	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SN3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC03061	34	31	35	46	40	33	42	29	29	0	0	0	0	0	0	0	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AC15	7	2	6	5	2	4	2	7	1	15	27	16	22	10	17	31	10	14
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275223	7	16	11	12	7	7	10	13	9	9	19	10	18	9	18	16	9	8
LINC00547	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000275227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275228	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
RNU1-68P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL544P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275234	2	0	0	3	2	2	1	3	0	1	2	1	1	1	0	1	0	1
ENSG00000275236	4	4	3	0	2	2	4	2	1	4	6	4	4	3	3	0	2	1
MIR4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM242F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275248	2	0	0	2	2	0	1	0	0	3	1	2	1	1	2	0	1	0
ENSG00000275249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS31P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275263	2	0	2	5	3	6	3	0	3	7	9	7	10	8	5	7	2	3
ENSG00000275265	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000275266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6780A	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275278	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1	1	0	0
ENSG00000275280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000275286	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNVU1-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	1	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LINC02340	1	3	3	3	0	4	4	2	1	7	12	11	17	8	15	14	3	15
ENSG00000275295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275297	1	0	2	0	0	0	1	1	1	2	3	3	0	5	2	1	1	1
CCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275318	10	7	9	8	2	7	11	4	3	23	28	21	16	19	21	28	11	12
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000275320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275322	19	13	15	11	8	11	10	14	8	0	0	0	0	0	0	0	0	0
PDCD6IPP1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000275327	0	0	0	0	0	0	0	0	0	1	2	4	1	0	1	2	1	1
SPDYE19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275329	0	0	0	1	1	1	2	0	0	13	12	13	17	11	10	14	10	7
ENSG00000275332	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	2	1	0
MIR5787	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	1
MIR8088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL680P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGD5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRAG1	14	15	21	21	8	14	8	23	15	17	22	12	35	15	32	26	17	17
ENSG00000275343	1	0	0	0	0	0	0	0	1	0	5	1	8	6	2	3	1	3
MIR6503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275345	0	0	1	1	0	2	0	1	0	4	2	4	6	5	6	7	2	3
ENSG00000275348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC03043	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000275358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6868	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000275361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPHOSPH10P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275367	0	0	0	0	2	0	0	3	0	85	117	103	116	78	81	120	37	87
ENSG00000275371	0	1	0	0	0	0	0	0	0	0	0	1	3	1	0	1	0	0
ENSG00000275372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6124	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GUSBP19	4	0	2	0	3	0	0	0	0	4	7	1	6	1	3	1	1	1
MIR1299	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
H3C11	0	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0
ENSG00000275381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275383	1	0	1	0	0	0	2	2	0	9	7	8	13	4	4	10	3	6
CCL18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275389	2	1	5	0	4	1	5	3	1	4	8	6	7	5	9	13	5	9
ENSG00000275390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6770-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275393	0	0	1	2	0	1	2	0	0	1	2	1	2	2	5	2	0	3
FCGBP	1	1	2	0	0	0	0	1	2	1	1	4	0	0	1	0	1	1
ENSG00000275400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275401	6	5	3	5	3	4	0	1	0	4	7	11	8	4	6	5	3	4
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275409	1	0	2	1	1	0	0	1	1	4	9	6	9	6	3	17	9	6
HNF1B	116	98	76	74	104	95	156	135	74	0	0	0	0	0	0	0	0	0
MIR6882	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000275413	4	3	2	2	6	1	10	3	2	8	16	14	9	4	6	14	8	3
ENSG00000275414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000275418	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275426	17	7	7	6	6	14	7	9	4	0	0	0	0	0	0	1	0	0
ENSG00000275427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6862-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275432	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275437	172	113	136	131	116	125	68	111	57	7	13	11	19	7	10	12	7	4
ENSG00000275438	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1
ENSG00000275441	7	6	3	7	1	5	10	4	0	4	2	4	3	5	7	4	4	6
ENSG00000275443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6859-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER4P2-CDK2AP2P2	1	3	2	0	3	0	1	0	1	7	8	9	17	6	3	15	5	5
MIR6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548O2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275454	3	0	1	2	1	5	2	3	3	0	2	5	5	3	0	8	1	2
MIR7852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275457	17	17	9	19	11	18	25	15	10	31	42	29	31	30	22	35	17	42
MIR6809	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275464	397	195	299	368	295	354	370	259	213	208	250	203	293	208	300	306	102	177
ENSG00000275465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275467	1	0	0	0	0	0	2	1	1	1	1	0	1	0	2	4	1	0
ENSG00000275468	6	14	12	8	9	8	5	8	4	6	8	13	11	5	6	16	4	6
MIR6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275476	3	2	1	0	2	0	1	0	0	3	7	7	9	4	3	4	0	1
ENSG00000275479	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0
ENSG00000275480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275481	8	9	10	14	7	11	17	7	6	1	6	8	1	3	5	7	2	6
ENSG00000275484	2	1	3	2	1	0	5	0	1	4	0	3	8	2	8	6	2	4
ENSG00000275485	3	2	3	1	4	4	2	2	0	4	1	1	3	0	1	9	0	3
ENSG00000275488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01730	6	2	5	3	1	4	3	1	2	1	2	1	3	1	1	0	2	1
ENSG00000275493	1	2	1	2	0	1	0	4	1	8	3	3	7	1	5	7	3	3
ENSG00000275494	20	6	6	10	7	21	26	16	4	17	5	14	21	7	10	19	3	10
ENSG00000275496	13	18	13	4	8	8	3	9	5	14	11	6	35	24	14	18	6	11
ENSG00000275497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3P25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275512	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1
ENSG00000275515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275516	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1
MIR6718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6804	1	3	3	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
FAM236A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275527	0	0	0	0	0	0	0	0	0	1	5	0	0	1	1	2	4	1
SNORD116-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNVU1-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STPG3-AS1	16	9	17	17	22	9	16	18	5	22	28	21	22	6	19	26	13	12
ENSG00000275550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275552	0	0	1	2	1	1	0	0	0	0	0	1	1	0	0	1	0	1
ELOA3CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275557	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275559	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SEPTIN7P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275569	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIFIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275576	8	7	8	3	6	1	8	3	2	0	1	5	4	2	1	2	0	1
ENSG00000275578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275580	9	3	6	6	8	9	12	10	1	10	20	10	8	10	8	24	7	9
ENSG00000275582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4DIPP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL341P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR5	4	1	1	2	2	1	2	1	1	26	29	19	22	19	25	28	14	14
VN1R7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC1P5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000275598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275601	19	14	10	19	13	22	9	17	12	6	12	8	10	6	13	11	4	7
WDR53P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275613	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
U2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ16779	6	7	1	0	2	0	4	2	0	0	2	0	3	0	0	0	0	0
ENSG00000275625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275630	3	3	2	0	2	5	5	7	1	11	8	14	8	9	3	13	2	6
U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275632	76	43	52	62	36	55	95	48	26	22	22	24	29	14	18	35	12	16
ENSG00000275634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U7	0	0	0	0	0	0	3	1	0	0	0	1	3	0	0	0	0	2
ENSG00000275636	1	0	0	1	0	0	0	0	0	1	2	1	0	2	1	2	1	1
ENSG00000275638	1	1	0	1	0	0	2	3	0	4	13	6	8	6	7	7	6	2
MIR6793	2	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM22P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275645	3	2	2	3	4	2	9	4	1	23	28	30	38	21	22	32	15	34
ENSG00000275646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6851	1	1	0	1	1	2	1	0	1	3	1	0	0	0	0	2	0	0
MIR6796	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	0	1
ENSG00000275654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL313P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4C7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000275664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8076	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0
ENSG00000275672	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
ENSG00000275674	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4
ENSG00000275675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000275681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15-CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT1IP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6724-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275693	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
UBE2Q2P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATF	0	1	0	0	0	1	2	0	1	0	2	0	0	2	1	0	1	0
ENSG00000275703	4	3	4	6	1	1	11	4	2	1	7	11	9	3	7	7	4	3
MIR3648-1	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	2	2	0
ENSG00000275709	1	5	8	5	1	3	2	3	0	1	6	2	2	4	1	6	4	0
ENSG00000275710	1	0	1	0	2	0	0	0	1	0	2	2	6	3	0	2	0	0
MIR6795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BC9	21	16	14	19	12	17	17	15	9	38	43	47	45	38	48	53	27	38
H3C1	0	0	0	1	1	0	1	2	0	1	1	0	1	2	2	0	0	1
ENSG00000275716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275719	9	7	12	15	7	9	15	14	8	3	8	7	5	6	3	6	2	5
ENSG00000275720	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
LYZL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
